MsgID.GLOBAL_POSITION,0.0000000,-121.9939339,37.4137402,0.2030000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,147.6840000,-0.2014243,0.0557706,-0.2008269
MsgID.LOCAL_VELOCITY,147.6840000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-121.9939328,37.4137409,0.1710000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,147.9350000,-0.1238983,0.1565913,-0.1711252
MsgID.LOCAL_VELOCITY,147.9350000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,False,1
MsgID.GLOBAL_HOME,0.0000000,-121.9939346,37.4137420,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-121.9939325,37.4137423,0.1320000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,148.1850000,0.0306235,0.1709647,-0.1298101
MsgID.LOCAL_VELOCITY,148.1850000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-121.9939348,37.4137418,0.0910000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,148.4350000,-0.0191311,-0.0174830,-0.0914062
MsgID.LOCAL_VELOCITY,148.4350000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-121.9939332,37.4137419,0.0520000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,148.6850000,-0.0059180,0.1356159,-0.0504690
MsgID.LOCAL_VELOCITY,148.6850000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-121.9939319,37.4137432,0.0220000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,148.9350000,0.1329460,0.2350603,-0.0221633
MsgID.LOCAL_VELOCITY,148.9350000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,False,1
MsgID.GLOBAL_HOME,0.0000000,-121.9939346,37.4137420,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-121.9939337,37.4137424,0.0020000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,149.1850000,0.0343423,0.0812785,-0.0018212
MsgID.LOCAL_VELOCITY,149.1850000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-121.9939322,37.4137419,-0.0040000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,149.4350000,-0.0152053,0.2107529,0.0044542
MsgID.LOCAL_VELOCITY,149.4350000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-121.9939338,37.4137419,0.0000000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,149.6850000,-0.0185361,0.0622381,-0.0004987
MsgID.LOCAL_VELOCITY,149.6850000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-121.9939352,37.4137416,0.0560000
MsgID.LOCAL_VELOCITY,0.0000000,0.0600000,0.1300000,-0.7300000
MsgID.LOCAL_POSITION,149.9350000,-0.0492891,-0.0550050,-0.0560034
MsgID.LOCAL_VELOCITY,149.9350000,0.0676704,0.1360819,-0.7331010
MsgID.GLOBAL_HOME,0.0000000,-121.9939346,37.4137420,0.0000000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_POSITION,0.0000000,-121.9939345,37.4137429,0.2470000
MsgID.LOCAL_VELOCITY,0.0000000,0.0700000,0.2300000,-0.4100000
MsgID.LOCAL_POSITION,150.1850000,0.1141967,0.0105911,-0.2557656
MsgID.LOCAL_VELOCITY,150.1850000,0.0696048,0.2175422,-0.3709611
MsgID.GLOBAL_POSITION,0.0000000,-121.9939310,37.4137440,0.5860000
MsgID.LOCAL_VELOCITY,0.0000000,0.5200000,1.0300000,-2.1300000
MsgID.LOCAL_POSITION,150.4350000,0.2219713,0.3208040,-0.5866482
MsgID.LOCAL_VELOCITY,150.4350000,0.5258204,1.0361850,-2.1347294
MsgID.GLOBAL_POSITION,0.0000000,-121.9939290,37.4137430,1.2720000
MsgID.LOCAL_VELOCITY,0.0000000,0.1600000,0.2500000,-2.9500000
MsgID.LOCAL_POSITION,150.6850000,0.1108142,0.5020806,-1.3061466
MsgID.LOCAL_VELOCITY,150.6850000,0.1447923,0.2213129,-2.9809821
MsgID.GLOBAL_POSITION,0.0000000,-121.9939284,37.4137434,2.0770000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0800000,-0.3700000,-3.3900000
MsgID.LOCAL_POSITION,150.9350000,0.1570569,0.5463908,-2.0773363
MsgID.LOCAL_VELOCITY,150.9350000,-0.0891189,-0.3709792,-3.3938382
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-121.9939346,37.4137420,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-121.9939298,37.4137436,2.9460000
MsgID.LOCAL_VELOCITY,0.0000000,-0.1000000,-0.7100000,-3.1100000
MsgID.LOCAL_POSITION,151.1860000,0.1730510,0.3966239,-3.0032251
MsgID.LOCAL_VELOCITY,151.1860000,-0.1084715,-0.7134627,-2.9484386
MsgID.GLOBAL_POSITION,0.0000000,-121.9939338,37.4137435,3.6170000
MsgID.LOCAL_VELOCITY,0.0000000,0.1600000,-0.5100000,-2.8500000
MsgID.LOCAL_POSITION,151.4360000,0.1608404,0.0652908,-3.6178873
MsgID.LOCAL_VELOCITY,151.4360000,0.1603787,-0.5168701,-2.8579471
MsgID.GLOBAL_POSITION,0.0000000,-121.9939343,37.4137455,4.4480000
MsgID.LOCAL_VELOCITY,0.0000000,1.7200000,-0.2800000,-3.4000000
MsgID.LOCAL_POSITION,151.6860000,0.3985279,0.0292797,-4.4669690
MsgID.LOCAL_VELOCITY,151.6860000,1.7676307,-0.2795243,-3.4086783
MsgID.GLOBAL_POSITION,0.0000000,-121.9939341,37.4137503,5.1790000
MsgID.LOCAL_VELOCITY,0.0000000,2.3100000,-0.2200000,-2.1200000
MsgID.LOCAL_POSITION,151.9360000,0.9192271,0.0396898,-5.1824055
MsgID.LOCAL_VELOCITY,151.9360000,2.3124902,-0.2210736,-2.1133389
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-121.9939346,37.4137420,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-121.9939347,37.4137556,5.4010000
MsgID.LOCAL_VELOCITY,0.0000000,2.2300000,-0.1800000,0.1500000
MsgID.LOCAL_POSITION,152.1860000,1.5152988,-0.0126919,-5.4010305
MsgID.LOCAL_VELOCITY,152.1860000,2.2444332,-0.1882996,0.1770481
MsgID.GLOBAL_POSITION,0.0000000,-121.9939342,37.4137610,5.2320000
MsgID.LOCAL_VELOCITY,0.0000000,2.6400000,-0.1400000,1.1200000
MsgID.LOCAL_POSITION,152.4360000,2.1150181,0.0354988,-5.2287064
MsgID.LOCAL_VELOCITY,152.4360000,2.6495402,-0.1473164,1.1378787
MsgID.GLOBAL_POSITION,0.0000000,-121.9939335,37.4137669,4.8890000
MsgID.LOCAL_VELOCITY,0.0000000,3.6100000,-0.1100000,1.0200000
MsgID.LOCAL_POSITION,152.6860000,2.7603917,0.1001222,-4.8896241
MsgID.LOCAL_VELOCITY,152.6860000,3.6161346,-0.1123431,1.0269883
MsgID.GLOBAL_POSITION,0.0000000,-121.9939343,37.4137756,4.7850000
MsgID.LOCAL_VELOCITY,0.0000000,4.9800000,-0.1000000,-0.1600000
MsgID.LOCAL_POSITION,152.9360000,3.7729971,0.0216325,-4.7862134
MsgID.LOCAL_VELOCITY,152.9360000,5.0190916,-0.1048463,-0.1938205
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-121.9939346,37.4137420,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-121.9939354,37.4137905,4.9130000
MsgID.LOCAL_VELOCITY,0.0000000,5.9700000,-0.0800000,-0.6600000
MsgID.LOCAL_POSITION,153.1860000,5.4024024,-0.0764047,-4.9156008
MsgID.LOCAL_VELOCITY,153.1860000,5.9855056,-0.0851211,-0.6609883
MsgID.GLOBAL_POSITION,0.0000000,-121.9939352,37.4138036,5.0240000
MsgID.LOCAL_VELOCITY,0.0000000,6.2600000,-0.0200000,-0.2400000
MsgID.LOCAL_POSITION,153.4370000,6.8983250,-0.0493756,-5.0262833
MsgID.LOCAL_VELOCITY,153.4370000,6.2651887,-0.0257915,-0.2171257
MsgID.GLOBAL_POSITION,0.0000000,-121.9939351,37.4138178,5.0090000
MsgID.LOCAL_VELOCITY,0.0000000,5.6700000,0.0300000,0.2400000
MsgID.LOCAL_POSITION,153.6870000,8.4259901,-0.0446569,-5.0090485
MsgID.LOCAL_VELOCITY,153.6870000,5.6707120,0.0334873,0.2478459
MsgID.GLOBAL_POSITION,0.0000000,-121.9939363,37.4138283,4.9450000
MsgID.LOCAL_VELOCITY,0.0000000,4.0900000,0.0500000,0.2300000
MsgID.LOCAL_POSITION,153.9370000,9.6271753,-0.1491512,-4.9433012
MsgID.LOCAL_VELOCITY,153.9370000,3.9993763,0.0525184,0.2189743
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-121.9939346,37.4137420,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-121.9939343,37.4138356,4.9260000
MsgID.LOCAL_VELOCITY,0.0000000,2.2400000,0.3800000,-0.0600000
MsgID.LOCAL_POSITION,154.1870000,10.3965244,0.0214048,-4.9263325
MsgID.LOCAL_VELOCITY,154.1870000,2.2466414,0.3801628,-0.0624441
MsgID.GLOBAL_POSITION,0.0000000,-121.9939342,37.4138396,4.9610000
